Question	A	B	C	D	Réponse correcte	GenRes
"Question : Lequel des éléments suivants n'est PAS un exemple d'OWASP Top Ten 2007 ?

A. Cross Site Scripting (XSS)
B. Injection Flaws
C. Malicious File Execution
D. Vulnérabilité de débordement de pile"	D					Flagged
"Question : Quelle est la catégorie OWASP Top Ten 2007 qui concerne le stockage cryptographique non sécurisé ?

A. A5
B. A6
C. A9
D. A10"	C					Flagged
"**Question :**

Lequel des éléments suivants est lié à CWE-632 : Faiblesses affectant les fichiers ou les répertoires ?

A. Code de débogage restant
B. Faiblesses affectant la mémoire
C. Inspection de l'entrée
D. Faiblesses affectant les processus système

**"	** B					Flagged
"Question :  Parmi les faiblesses suivantes, laquelle affecte les ressources mémoire ?
A. Gestion des noms de périphériques Windows inappropriée
B. Problèmes de fichiers virtuels Windows
C. Faiblesses qui affectent la mémoire
D. Erreurs de neutralisation incorrectes des directives dans le code statique enregistré"	C					Flagged
"Question : Quelle faiblesse se réfère à l'utilisation de chemins de recherche non approuvés ?
A. Signal Handler Race Condition
B. Unprotected Windows Messaging Channel ('Shatter')
C. Untrusted Search Path
D. Signal Handler Use of a Non-reentrant Function"	C					Flagged
"Question : Laquelle des vulnérabilités suivantes est liée à la non-vérification correcte des entrées ?

A. Improper Input Validation
B. Improper Link Resolution Before File Access ('Link Following')
C. Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
D. Improper Authentication"	A					Flagged
"Question : Quel est le résultat typique du défaut de conception ""Failing Open"" ?

A. L'héritage des faiblesses d'un état moins sécurisé
B. L'augmentation des coûts d'administration et de support
C. La restriction des accès de l'administrateur
D. La réduction du risque de compromis"	A					Flagged
"Question : Selon le texte, quelle est la cause la plus fréquente des problèmes signalés publiquement liés à la conception de logiciels ?

A. Problèmes d'implémentation
B. Problèmes de conception
C. Erreurs humaines
D. Bogues logiciels"	A					B
"**Question :**

Selon le principe de ""l'économie de mécanisme"", lequel des éléments suivants doit être privilégié ?

**A.** Des mécanismes de protection complexes
**B.** Des mécanismes de protection simples
**C.** Des systèmes complexes
**D.** Des données simples

**"	** B					B
"Question : Quelle vulnérabilité permet de rediriger un fichier de type ""filename.php.gif"" vers l'interpréteur PHP ?
A. CVE-2007-1552
B. CVE-2007-6067
C. CVE-2007-6479
D. CWE-638"	C					B
"Quelle est la conséquence commune de la vulnérabilité ""Authorization Bypass Through User-Controlled Key"" (CWE-639) ?

A. Perte d'intégrité
B. Violation de confidentialité
C. Atteinte à la disponibilité
D. Contournement des mécanismes de protection"	D					D
"Question : Quelle action doit être évitée autant que possible ?
A. Effectuer des vérifications d'authentification complètes
B. Identifier tous les chemins de code possibles
C. Cacher les décisions de contrôle d'accès
D. Créer une interface unique pour effectuer les vérifications d'accès"	C					C
"Question : Quelle est la description de ""Horizontal Authorization"" ?

A. Les utilisateurs ont des niveaux de privilèges différents et peuvent accéder aux ressources les uns des autres.
B. Les utilisateurs ont le même niveau de privilèges et doivent être empêchés d'accéder aux ressources les uns des autres.
C. Les utilisateurs peuvent accéder à des ressources qui ne leur sont pas autorisées.
D. Les utilisateurs peuvent obtenir des privilèges administratifs."	B					A
"Question :  Laquelle des stratégies d'atténuation suivantes consiste à garantir que la clé utilisée pour la recherche de l'enregistrement d'un utilisateur spécifique n'est pas contrôlable en externe par l'utilisateur ?
A. Architecture and Design
B. Implémentation
C. Chiffrement
D. Signature numérique"	B					C
"Question : Parmi les conséquences communes détaillées dans le texte, laquelle NE concerne PAS les faiblesses du mécanisme de récupération de mot de passe ?

A. Accès non autorisé au système
B. Consommation excessive des ressources
C. Altération du fonctionnement du système
D. Transmission du mot de passe d'origine à l'utilisateur"	D					D
"**Question :**

Quelle mesure d'atténuation empêche un attaquant de bloquer le compte d'un utilisateur lors d'une attaque de type ""eBay"" ?

A. Filtrage et validation des entrées
B. Utilisation de plusieurs questions de sécurité
C. Limitation du nombre de réponses incorrectes aux questions de sécurité
D. Assignation d'un nouveau mot de passe temporaire

**"	** C					C
"Question : Quel est le numéro d'identification de la faiblesse CWE-641 ?
    A. 641
    B. 828
    C. 1000
    D. PMF"	A					A
"Question :
Quelle est la principale cause de la vulnérabilité format string dans Dia 0.94 ?

A. Saisie utilisateur non validée
B. Ressources contrôlées par l'utilisateur
C. Débordement de mémoire tampon
D. Contexte d'exécution vulnérable"	A					A
"**Question :** Quel type de vulnérabilité peut résulter de la modification de l'état d'une application ?

A. Injection de commande
B. Modification d'état
C. Dépassement de mémoire tampon
D. Exécution de code arbitraire

**"	** B					B
"Question :
Laquelle des vulnérabilités suivantes permet à un attaquant de modifier un chemin de recherche ?
A. CVE-2008-0306
B. CVE-2008-1319
C. CVE-2008-5125
D. CVE-2008-5642"	B					B
"Question : Selon le texte, quelle mesure permet de garantir l'intégrité des données exposées sur le serveur ?
A. Utilisation d'un protocole HTTP sans état
B. Utilisation d'une fonction de hachage forte
C. Duplication des contrôles de sécurité sur le client et le serveur
D. Utilisation de bibliothèques ou de frameworks vérifiés"	B					B
"Question : Quelle est la version de CWE associée à la faiblesse CWE-643 ?
A. 1.0
B. 2.0
C. 3.0
D. 4.0"	B					A
"Quelle est la norme de référence de cette vulnérabilité ?
A. CAPEC 21
B. CWE-643
C. CWE-833
D. OWASP Top 10 2007"	B					B
"Question : Quelle est la meilleure pratique de remédiation contre XPath Injection ?
A. Utiliser des requêtes XPath paramétrées
B. Ne pas valider les entrées utilisateur
C. Filtrer de manière inappropriée les entrées
D. Échapper aux entrées de manière inadéquate"	A					Flagged
"Question : Quelle est la conséquence la plus courante de cette vulnérabilité ?

A. Fuite de données
B. Exécution de code non autorisé
C. Attaque de type ""denial of service""
D. Echec de connexion"	B					A
"Question : Selon le texte, quelle est la principale cause d'une serrure de compte trop restrictive (CWE-645) ?
A. Mauvaise validation des entrées
B. Exécution de scripts malveillants
C. Mauvaise configuration du mécanisme de verrouillage
D. Attaques XSS (Cross-Site Scripting)"	C					Flagged
"**Question :**

Lequel des éléments suivants N'EST PAS une mesure d'atténuation potentielle contre les attaques par force brute de mot de passe ?

A. Mettre en œuvre des mécanismes de limitation du mot de passe plus intelligents
B. Mettre en œuvre un délai d'expiration de verrouillage qui augmente avec le nombre de tentatives de connexion incorrectes
C. Présenter un casse-tête à résoudre à la machine de l'utilisateur
D. Augmenter le coût pour l'attaquant de déclencher le mécanisme de verrouillage de compte

**"	** D					Flagged
"**Question :**

Quelle est la principale conséquence potentielle de la mauvaise classification d'un fichier par le code ?

**A.** Accès aux données sensibles
**B.** Déni de service
**C.** Gain de privilèges
**D.** Fuite de données système

**"	** B					Flagged
"**Question :**

Quel type de conséquences communes peuvent résulter de l'utilisation de chemins URL non canoniques pour les décisions d'autorisation ?

**A.** Contournement des mécanismes de protection
**B.** Vulnérabilités de déni de service
**C.** Corruption de données
**D.** Vol d'informations confidentielles

**"	** A					Flagged
"Question :
Quel choix propose une mitigation contre l'exploitation de l'encodage alternatif de chemin permettant de contourner les contrôles d'accès ?
A. Valider la forme attendue du chemin à l'aide d'expressions régulières très restrictives
B. Rejeter tous les encodages de chemin alternatifs qui ne sont pas dans la forme canonique attendue
C. Appliquer une politique de refus par défaut pour gérer les exceptions
D. Créer une politique de contrôle d'accès basée sur des informations de chemin dans un format non canonique"	B					Flagged
"Question : Laquelle des affirmations suivantes n'est PAS une exigence pour l'utilisation appropriée des API privilégiées ?

A. Vérifier la validité des arguments
B. Appeler l'API depuis un contexte sûr
C. Modifier les privilèges après l'appel de l'API
D. Tenir compte des faiblesses connues de l'API"	C					C
"Question : Quelle est la principale cause de la vulnérabilité décrite dans le texte ?
A. Erreur dans la fonction open_cat_stream
B. Mauvaise gestion des privilèges
C. Obfuscation des entrées sensibles sans vérification d'intégrité
D. Implémentation d'API privilégiées sans validation préalable"	A					Flagged
"Quelle est la principale raison pour laquelle les entrées doivent être protégées pour leur intégrité dans le cas décrit dans le texte ?

A. Pour garantir la confidentialité des données
B. Pour empêcher les modifications non détectées
C. Pour détecter les erreurs de saisie
D. Pour améliorer les performances"	B					Flagged
"Question :
Quelle vulnérabilité permet à un attaquant de modifier des bits dans des paquets sans être détecté ?

A. Manque de vérification d'intégrité des paramètres contrôlables par le client
B. Configuration IPSec inadéquate
C. Faiblesse du mode de chiffrement CBC
D. Utilisation incorrecte du protocole AH"	C					Flagged
"**Question :**

Selon le texte, quel facteur ne doit pas être utilisé pour garantir l'intégrité ?

**A.** Signatures numériques
**B.** Chiffrement
**C.** Obfuscation
**D.** Contrôles côté client

**"	C**					Flagged
"Question : Quel type d'accès le protocole HTTP GET permet-il d'obtenir ?
A. Lecture uniquement
B. Modification uniquement
C. Les deux
D. Aucun"	C					Flagged
"Quelle est la description de la CWE-651 ?

A. Violation d'un contrat d'API
B. Conflit d'interprétation
C. Exposition d'informations via un fichier WSDL
D. Faiblesse d'ID 651"	C					Flagged
"Question : Quel type d'injection est utilisé lorsqu'un attaquant utilise des expressions XQuery dans des documents XML standard ?
A. XXE
B. SQL injection
C. LDAP injection
D. Command injection"	A					Flagged
"Question : Quelle faiblesse est liée à la dépendance excessive à un seul facteur pour prendre une décision en matière de sécurité ?
A. CWE-250
B. CWE-653
C. CWE-654
D. CWE-693"	C					Flagged
"Question : Laquelle des définitions suivantes décrit le mieux l'expression ""Séparation des privilèges"" ?

A. Un terme alternatif pour CWE-655
B. Un terme ayant plusieurs significations en fonction du contexte
C. Une pratique visant à séparer les différents niveaux d'accès
D. Une méthode pour vérifier l'authenticité d'un utilisateur"	B					Flagged
"**Question :**

Quel principe de sécurité est étroitement associé à la faiblesse CWE-654 ?

**A.** Compartimentalisation
**B.** Authentification à facteur unique
**C.** Obscurcissement du code
**D.** Protection du périmètre

**"	** A					Flagged
"**Question :**

Selon le texte, quelle est une conséquence possible du contournement du mécanisme de sécurité ?

**A.** Accès non autorisé
**B.** Sensibilisation accrue à la sécurité
**C.** Diminution de la vulnérabilité aux compromis
**D.** Réduction de la charge de travail pour l'administrateur

**"	** A					Flagged
"Question : Quel est le type de protection décrit dans le texte qui dépend fortement de l'obscurité ?
A. Protection explicite
B. Protection de la confidentialité
C. Protection basée sur l'obscurité
D. Protection de l'intégrité"	C					C
"Question :
Quel numéro CVE fait référence à des clés cryptographiques codées en dur stockées dans des programmes exécutables ?
A. CVE-2005-4002
B. CVE-2006-6588
C. CVE-2006-7142
D. CVE-2006-4068"	C					Flagged
"**Question :**

Selon le texte, quel type de relation existe entre la vulnérabilité ""Violation of Secure Design Principles"" et ""External Control of Assumed-Immutable Web Parameter"" ?

**A.** ChildOf
**B.** CanPrecede
**C.** ParentOf
**D.** CausallyRelated

**"	** B					B
"**Question :**

Quel facteur contribue aux faiblesses des logiciels écrits en langage C ?

**A.** Absence de contrôle de l'administrateur sur la sécurité
**B.** Utilisation d'un facteur unique dans une décision de sécurité
**C.** Dépendance à l'obscurité pour la sécurité
**D.** Faiblesse psychologique inacceptable

**"	D**					C
"**Question :**

Laquelle des erreurs suivantes est associée au code qui accède à une mémoire qui a été libérée ?

A. Use of Uninitialized Variable
B. Use After Free
C. Double Free
D. Improper Cleanup on Thrown Exception

**"	** B					B
"Question : Laquelle des CWE suivantes n'est PAS spécifique aux programmes C++ ?
A. CWE-659
B. CWE-119
C. CWE-122
D. CWE-843"	A					A
"Question : Quelle erreur est décrite comme ""Création d'un environnement chroot sans changement du répertoire de travail"" ?
A. 188 Reliance on Data/Memory Layout
B. 243 Creation of chroot Jail Without Changing Working Directory
C. 462 Duplicate Key in Associative List (Alist)
D. 478 Missing Default Case in Switch Statement"	B					B
"Question :  Laquelle de ces faiblesses n'est pas spécifique au langage Java ?
A. Cloneable Class Containing Sensitive Information
B. Public Static Field Not Marked Final
C. Numeric Range Comparison Without Minimum Check
D. Use of Path Manipulation Function without Maximum-sized Buffer"	C					C
"Quelle faille de sécurité est décrite dans la description suivante : ""Acceptation de données d'entrée contrôlées de manière externe pour sélectionner des classes ou du code"" ?

A. Eval Injection
B. Unsafe Reflection
C. Race Condition
D. Direct Use of Sockets"	B					A
"**Question :**

Quel danger de sécurité PHP est traité dans cette vue de la CWE ?

**A.** Faible neutralisation des directives dans le code d'injection dynamique
**B.** Accès aux variables privées critiques via une méthode publique
**C.** Mauvaise écriture de la fonction clone()
**D.** Champ public statique non marqué comme étant final

**"	** A					A
"Question : Quelle est la description de CWE-662 ?
A. Utilisation d'une fonction non réentrante dans un contexte concurrent
B. Tentative d'utilisation exclusive d'une ressource partagée, mais prévention incorrecte de son utilisation par un autre thread
C. Erreur d'extraction de variable
D. Erreur d'expression régulière exécutable"	B					A
"Question : Laquelle des vulnérabilités suivantes affecte le verrouillage incorrect ?
A. 667Improper Locking
B. 820Missing Synchronization
C. 821Incorrect Synchronization
D. 663Use of a Non-reentrant Function in a Concurrent Context"	A					A
"**Question :**
Quelle est la faiblesse identifiée par le texte ?

A. TOCTOU
B. CWE-664
C. CWE-665
D. Improper Initialization

**"	** B					B
"Question : Quel type de vulnérabilité est décrit dans le texte ?
A. Consommation asymétrique de ressources
B. Initialisation incorrecte
C. Covert Channel
D. Synchronisation incorrecte"	B					C
"Question : Quel mode d'introduction permet de détecter les faiblesses CWE-665 ?
A. Modes bien testés
B. Modes rarement testés
C. Modes fréquemment utilisés
D. Modes de protection"	B					B
"Question : Dans l'exemple 2, pourquoi l'attaquant peut-il effectuer des actions d'administrateur ?
A. L'attaquant peut modifier directement les données d'état.
B. $uid est explicitement défini par le programmeur.
C. $uid est considéré comme équivalent à ""0"" en cas d'erreur.
D. L'attaquant peut contourner les privilèges définis."	C					A
"Question : Quelle faille de sécurité est mentionnée dans le texte ?

A. CWE-14
B. CWE-244
C. CWE-125
D. CWE-126"	D					B
"Quelle est la CVE qui décrit un problème de vérification d'erreur inadaptée dans un mécanisme de protection ?
A. CVE-2008-3637
B. CVE-2008-3688
C. CVE-2008-4197
D. CVE-2009-2692"	A					Flagged
"**Question :** Quel type d'analyse est utilisé pour minimiser les faux positifs lors de l'utilisation d'outils d'analyse statique automatisés pour détecter les problèmes d'initialisation ?

A. Analyse des chemins de données
B. Analyse statistique
C. Analyse du flux de contrôle
D. Analyse lexicale

**"	A**					C
"**Question :**

Quel type d'attaque est utilisé pour exploiter les conditions de course ?

**A.** Levier de conditions de course
**B.** Erreurs logiques métier
**C.** Contrôle inapproprié d'une ressource pendant sa durée de vie
**D.** Libération prématurée d'une ressource pendant sa durée de vie attendue

**"	A**					Flagged
"Question : Quelle est la faiblesse la plus directe causée par un verrouillage incorrect ?

A. Consommation de ressource (CPU)
B. Débordement de pile
C. Fuite de mémoire
D. Attaque par déni de service"	A					Flagged
"Question : Quelle règle de codage sécurisé Java CERT garantit que les opérations composées sur des variables partagées sont atomiques ?
A. VNA05-J
B. LCK06-J
C. VNA02-J
D. CWE-668"	C					Flagged
"Question : Laquelle des affirmations suivantes définit correctement une ""sphère de contrôle"" ?
A. Un ensemble de ressources et de comportements accessibles à un groupe d'acteurs.
B. Un modèle de sécurité qui définit explicitement les sphères d'accès.
C. Un ensemble de ressources et de comportements accessibles à un seul acteur.
D. Une ressource accessible à plusieurs acteurs."	A					Flagged
"**Question :**
Selon le texte, qu'est-ce qu'une ""sphère de contrôle"" ?

A. Un ensemble de ressources et de comportements accessibles à un acteur
B. Un sous-ensemble d'utilisateurs disposant de privilèges élevés
C. Une section du système d'exploitation isolée des autres
D. Un modèle de sécurité imposé par le produit

**"	** A					Flagged
"Quelle est la description de CWE-670 ?

A. Contrôle de flux toujours incorrect
B. Téléchargement de code sans vérification d'intégrité
C. Traitement client-serveur non sécurisé
D. Inclusion de fonctionnalités provenant d'une source non fiable"	A					Flagged
"Question :  Dans quel cas l'administrateur du produit n'a-t-il pas la possibilité de gérer les décisions de sécurité ?
A. Lorsque le produit n'utilise pas de fonctionnalités de sécurité
B. Lorsque le produit opère à un niveau de sécurité trop élevé
C. Lorsque les décisions de sécurité sont gérées par le développeur du produit
D. Lorsque l'administrateur du produit n'est pas qualifié"	C					Flagged
"Question : Quelle est la vulnérabilité identifiée dans le texte ?
A. Déni de service (DoS)
B. Fuite de données
C. Exécution de code arbitraire
D. Manipulation de ressources après expiration ou libération"	D					Flagged
"Question : Dans l'exemple de code C/C++, quelle action provoque des résultats inattendus ?

A. L'appel à la méthode logError après la libération de messageBody
B. L'allocation de mémoire pour messageBody
C. La libération de messageBody après le traitement
D. L'utilisation de &message[1][0] pour initialiser messageBody"	A					Flagged
"Question : Quelle est la définition d'une ""sphère de contrôle"" ?
A. Un ensemble de ressources et de comportements accessibles à un seul acteur.
B. Un ensemble de règles qui régissent l'accès aux ressources.
C. Un groupe d'utilisateurs qui partagent des permissions d'accès.
D. Une section d'un système informatique réservée à certains utilisateurs."	A					A
"Question :
Parmi les conséquences potentielles de la vulnérabilité CWE-674, laquelle N'EST PAS mentionnée ?

A. Déni de service (consommation de ressources CPU)
B. Déni de service (consommation de ressources mémoire)
C. Fuite de données utilisateurs
D. Plantage ou sortie du processus"	C					Flagged
"Question : Quelle est la relation la plus proche de cette faiblesse ?
A. CWE-462
B. CWE-102
C. CWE-227
D. CWE-85"	C					Flagged
"Question : Quelle fonction présente un risque de débordement de mémoire ?
A. strcat()
B. strcpy()
C. sprintf()
D. strlcpy()"	B					Flagged
"Question : Dans quel cas la fonction strcpy() peut-elle introduire une faiblesse ?

A. Lorsqu'elle est utilisée avec un tampon de destination plus petit que sa source
B. Lorsqu'elle est utilisée avec un tampon de destination égal à sa source
C. Lorsqu'elle est utilisée avec un tampon de destination plus grand que sa source
D. Lorsqu'elle est utilisée avec une source vide"	A					Flagged
"Question : Quelle vulnérabilité se produit lorsque des données sont tronquées en une valeur non sûre ?
A. Collapsus de données en valeur non sûre
B. Expression régulière trop restrictive
C. Truncation d'informations relatives à la sécurité
D. Dépassement de capacité entier"	A					A
"Question :
Laquelle des affirmations suivantes n'est PAS une faiblesse de base dans CWE-677 ?

A. Traitement incorrect des éléments structurels incohérents
B. Utilisation d'une fonction intrinsèquement dangereuse
C. Fonction de hachage à sens unique réversible
D. Utilisation d'un mot de passe codé en dur"	C					C
"Question : Laquelle des faiblesses suivantes implique un risque lié à l'utilisation d'un générateur de nombres pseudo-aléatoires (PRNG) ayant un espace de départ réduit ?
A. Faible espace de départ dans le PRNG
B. Utilisation d'un PRNG cryptographiquement faible
C. Graine prévisible dans le PRNG
D. Graine de même valeur dans le PRNG"	A					A
"Question : Quelle faiblesse est décrite par le numéro CWE-401 ?
A. Consommation de ressources incontrôlée
B. Fuite de mémoire
C. Exposition d'un descripteur de fichier
D. Arrêt incorrect des ressources"	B					C
"Question : Laquelle de ces failles de sécurité implique la modification de données supposées immuables ?
A. MAID
B. Omitted Break Statement in Switch
C. Leftover Debug Code
D. Insufficiently Protected Credentials"	A					A
"Question : Lequel des éléments suivants est un type de faille de sécurité lié à l'injection ?
A. Variable Extraction Error
B. Function Call with Incorrectly Specified Arguments
C. XPath Injection
D. Use of Potentially Dangerous Function"	C					Flagged
"Question : Laquelle des faiblesses suivantes est une ""Composite"" selon la liste ?
A. 787 Out-of-bounds Write
B. 788 Access of Memory Location After End of Buffer
C. 822 Untrusted Pointer Dereference
D. 843 Access of Resource Using Incompatible Type ('Type Confusion')"	D					D
"Question : Quelle est l'ID de cette vue ?
A. 679
B. 870
C. 26
D. 142"	A					A
"**Question :**

Quelle faille de sécurité implique une lecture en dehors des limites prévues d'un tableau ?

A. Buffer Over-read
B. Wrap-around Error
C. Out-of-bounds Read
D. Improper Handling of Extra Values

**"	** C					C
"**Question :**

Quelle vulnérabilité est liée à une modification non autorisée d'une variable externe ?

**A.** 456 Missing Initialization
**B.** 471 Modification of Assumed-Immutable Data (MAID)
**C.** 473 PHP External Variable Modification
**D.** 476 NULL Pointer Dereference

**"	C**					C
"Question :
Selon le texte, quelle est la conséquence potentielle d'un dépassement de capacité de la mémoire tampon ?
A. Intégrité compromise
B. Disponibilité réduite
C. Confidentialité violée
D. Toutes les réponses ci-dessus"	D					D
"Question :
Quel exemple de code est cité dans le texte pour illustrer la perte de précision lors de la conversion d'un littéral float en un entier ?

A. Exemple Java
B. Exemple PHP
C. Exemple CVE-2007-4268
D. Exemple CVE-2009-0231"	A					C
"Question : Lequel des éléments suivants n'est **pas** un parent de ""Numeric Truncation Error"" ?

A. ChildOf
B. 192Integer Coercion Error
C. 196Unsigned to Signed Conversion Error
D. 197Numeric Truncation Error"	A					D
"Question : Dans le contexte de l'allocation de ressources, quelles conséquences peut avoir une erreur de calcul ?
A. Crash ou exécution arbitraire de code
B. Problème de consommation de ressources
C. Acquisition de privilèges ou usurpation d'identité
D. Contournement d'un mécanisme de protection"	A					B
"Question :
Laquelle des situations suivantes pourrait entraîner un dépassement de mémoire ?

A. Calculer la taille d'une liste en multipliant un nombre par num_imgs
B. Affecter à une variable la somme de deux nombres entiers
C. Diviser un nombre par zéro
D. Convertir un pointeur d'entier à un pointeur de caractère"	A					C
"Question : Quelle action devez-vous effectuer pour les valeurs numériques qui ne peuvent jamais être négatives ?

A. Utiliser des types signés
B. Utiliser des types non signés
C. Utiliser des types à virgule flottante
D. Utiliser des types complexes"	B					B
"Question : Quel élément est directement lié à ""CWE-683: Function Call With Incorrect Order of Arguments"" ?
A. 739CERT
B. 369Divide By Zero
C. 839Numeric Range Comparison Without Minimum Check
D. 1000Research Concepts"	C					A
"Question : Quelle est la conséquence la plus courante de l'appel d'une fonction avec des arguments dans le mauvais ordre ?
A. Attaques par dépassement de tampon
B. Dégradation de la qualité
C. Injection SQL
D. Exécution de code à distance"	B					Flagged
"Question : Selon le texte, quelle est l'une des conséquences courantes de l'exécution de code ne respectant pas les spécifications publiées ?
A. Erreurs de communication
B. Dégradation de la qualité
C. Vulnérabilités exploitables
D. Perte de données"	B					Flagged
"Question : Laquelle des affirmations suivantes est FAUSSE concernant cette faiblesse ?
A. Elle est plus susceptible de se produire dans les langages faiblement typés.
B. Elle peut être détectée pendant les tests ou le fonctionnement normal du logiciel.
C. Elle peut entraîner des faiblesses résultantes.
D. Elle est toujours détectée pendant la compilation."	D					Flagged
"Question : Quelle faiblesse est liée à la ligne ""ChildOf 736"" dans le texte ?

A. Function Call with Incorrectly Specified Arguments
B. CERT C Secure Coding Section 02 - Declarations and
Initialization (DCL)
C. CWE-687: Function Call With Incorrectly Specified Argument Value
D. CERT C Secure Coding Section 07 - Characters and Strings
(STR)"	A					C
"Question : Pourquoi cette faiblesse peut-elle se produire plus fréquemment dans certains cas ?
A. Parce que le compilateur peut détecter cette faiblesse dans toutes les langues.
B. Parce que la fonction appelée accepte un nombre variable d'arguments.
C. Parce que la langue est fortement typée.
D. Parce que le développeur utilise des erreurs de copier-coller."	B					Flagged
"Question :  Quel type de ressource est concerné par la vulnérabilité CWE-689 ?
A. Ressources financières
B. Ressources humaines
C. Ressources système
D. Ressources matérielles"	C					Flagged
"Question : Quel est le type de vulnérabilité qui se produit lorsqu'une routine d'analyse attend que certains éléments soient toujours présents ?

A. Validation d'entrée incorrecte
B. Valeur de retour non cochée
C. Gestion insuffisante du flux de contrôle
D. Liste noire incomplète pour les scripts intersites"	A					Flagged
"Question : Laquelle des conséquences suivantes est mentionnée dans le texte ?
A. Perturbation du service
B. Exécution de code non autorisé
C. Falsification de données
D. Altération du flux d'exécution"	B					Flagged
"Question : Laquelle des situations suivantes ne correspond PAS à une protection de mécanisme défaillante ?

A. Un mécanisme de protection manquant
B. Un mécanisme de protection insuffisant
C. Un mécanisme de protection appliqué dans le mauvais chemin de code
D. Un mécanisme de protection ignoré"	C					Flagged
"Question : Quel concept n'est PAS étudié de manière exhaustive dans le texte ?

A. Protection mechanisms
B. Faiblesses des mécanismes de protection
C. Attaques par dictionnaire
D. Attaques par force brute"	A					Flagged
"Question : Quelle est la description de CWE-694 ?
    A. Utilisation de plusieurs ressources avec des identifiants en double
    B. Utilisation de fonctionnalités de bas niveau
    C. Violation du contrat API
    D. Ordre de comportement incorrect"	A					Flagged
"Question : Selon le texte, lequel des éléments suivants est une relation du CWE-696 ?
A. Utilisation directe de threads J2EE
B. Contrôle du flux insuffisant (CWE-691) 
C. Erreurs de logique métier 
D. Utilisation inappropriée des primitives de synchronisation EJB"	B					Flagged
"**Question :**

Laquelle des affirmations suivantes décrit le mieux le problème de la faiblesse CWE-697 ?

A. La comparaison vérifie un facteur incorrectement
B. La comparaison ignore certains facteurs importants
C. Les entités comparées ne sont pas pertinentes pour la sécurité
D. Le résultat de la comparaison n'est pas stocké correctement

**"	** B					Flagged
"Question : Quel est l'objectif de la vue ""CWE-699 : Development Concepts"" ?

A. Organiser les faiblesses autour de concepts courants en développement logiciel
B. Fournir des catégories pour simplifier la navigation et le mappage
C. Emprunter la structure organisationnelle des Seven Pernicious Kingdoms
D. Toutes les réponses ci-dessus"	D					Flagged
"Question : Parmi les faiblesses présentées dans le texte, laquelle est liée à une validation incorrecte des entrées ?

A. Erreurs de traitement.
B. Violation de contrat API.
C. Validation incorrecte des entrées.
D. Manque d'encapsulation."	C					Flagged
"Question : Laquelle des vulnérabilités NE FAIT PAS partie de la catégorie ""Improper Neutralization of Special Elements"" ?
A. OS Command Injection
B. SQL Injection
C. LDAP Injection
D. Code Injection"	D					Flagged
"Quelle vulnérabilité implique le stockage d'informations sensibles dans un format récupérable ?
A. Information Exposure Through Error Message
B. Improper Fulfillment of API Contract ('API Abuse')
C. Storing Passwords in a Recoverable Format
D. Execution with Unnecessary Privileges"	C					Flagged
"Question : Lequel des choix suivants est une faiblesse d'accès non autorisé ?

A. Attribution incorrecte des autorisations exécutées
B. Gestion incorrecte de la baisse des autorisations
C. Attribution incorrecte des autorisations par défaut
D. Contrôle d'accès incorrect"	D					Flagged
"Question : Quelle faiblesse de sécurité CWE concerne les faiblesses introduites lors de la conception ?
A. CWE-700
B. CWE-701
C. CWE-702
D. CWE-703"	B					Flagged
"Question : Quelle vulnérabilité est liée à l'absence de vérification de la révocation d'un certificat après une vérification initiale ?
A. 366 Race Condition within a Thread
B. 372 Incomplete Internal State Distinction
C. 370 Missing Check for Certificate Revocation after Initial Check
D. 384 Session Fixation"	C					C
"Question : Quel type de vulnérabilité concerne l'utilisation d'entrées externes pour sélectionner des classes ou du code ?
A. Unrestricted Upload of File with Dangerous Type
B. Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
C. Insecure Default Variable Initialization
D. Incomplete Model of Endpoint Features"	B					B
"**Question :** Lequel des éléments suivants fait référence à une faiblesse introduite pendant la conception ?

A. Authentication Bypass through User-Controlled Key
B. Unsynchronized Access to Shared Data in a Multithreaded Context
C. Weaknesses Introduced During Design
D. External Control of Critical State Data

**"	C**					C
"**Question :**

Quelle vulnérabilité est décrite par ""Accès à une variable privée critique via une méthode publique"" ?

**A.** CWE-691
**B.** CWE-767
**C.** CWE-707
**D.** CWE-673

**"	** B					B
"Question : Quelle faiblesse est liée à l'utilisation de cookies non sécurisés pour les décisions de sécurité ?
    A. CWE-784
    B. CWE-789
    C. CWE-780
    D. CWE-804"	A					B
"Question : Le ""Path Traversal"" absolu peut être exploité en utilisant laquelle des techniques suivantes ?

A. ../filedir
B. '/absolute/pathname/here'
C. ... (Triple Dot)
D. filename. (Trailing Dot)"	B					B
"Question : Laquelle des vulnérabilités suivantes est liée à un problème de validation de saisie spécifique à une technologie ?
A. CWE-119 : Accès incorrect à une ressource indexable ('Erreur de plage')
B. CWE-100 : Problèmes de validation de saisie spécifiques à la technologie
C. CWE-108 : Validateur Struts désactivé
D. CWE-131 : Gestion incorrecte de l'incohérence des paramètres de longueur"	B					B
"**Question :**
Quel numéro CWE correspond à ""Improper Neutralization of Whitespace"" ?

A. 149
B. 156
C. 160
D. 175

**"	B**					A
